Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Date,Time,Payment,rating
192-98-7397,C,Arcanburg,Normal,Male,Fashion accessories,12.78,2,2020-09-28,20:35,Ewallet,9
301-11-9629,A,Veridian Springs,Normal,Female,Sports and travel,19.1,3,2020-12-22,19:17,Cash,9
390-80-5128,B,Zephyropolis,Member,Female,Health and beauty,19.15,5,2020-10-04,16:44,Credit card,10
235-46-8343,C,Astral Bay,Member,Male,Food and beverages,27.66,7,2020-01-20,16:02,Credit card,10
453-12-7053,C,Arcanburg,Normal,Male,Fashion accessories,45.74,4,2020-09-19,12:39,Credit card,6
296-11-7041,B,Chromewood,Member,Female,Health and beauty,27.07,2,2020-02-07,11:16,Credit card,8
449-27-2918,B,Quixoton,Member,Female,Sports and travel,39.12,2,2020-09-01,13:12,Credit card,10
891-01-7034,B,Zephyropolis,Normal,Male,Electronic accessories,74.71,3,2020-12-18,17:10,Cash,6
744-09-5786,B,Chromewood,Normal,Male,Electronic accessories,22.01,3,2020-02-10,16:02,Cash,7
727-17-0390,A,Novaville,Normal,Female,Food and beverages,63.61,1,2020-07-02,19:15,Ewallet,5
568-88-3448,A,Celestria,Normal,Male,Health and beauty,25,3,2020-08-30,20:36,Ewallet,6
187-83-5490,A,Veridian Springs,Member,Male,Electronic accessories,20.77,6,2020-11-28,17:26,Cash,8
767-54-1907,B,Zephyropolis,Member,Female,Fashion accessories,29.56,4,2020-02-03,11:55,Cash,9
710-46-4433,B,Serenora,Member,Female,Food and beverages,77.4,6,2020-12-28,18:32,Credit card,8
533-33-5337,B,Quixoton,Normal,Male,Electronic accessories,79.39,7,2020-04-26,20:49,Cash,6
325-90-8763,C,Astral Bay,Member,Female,Electronic accessories,46.57,6,2020-09-22,14:29,Cash,10
729-46-7422,C,Astral Bay,Normal,Male,Food and beverages,35.89,1,2020-05-21,16:51,Credit card,7
639-76-1242,C,Astral Bay,Normal,Female,Food and beverages,40.52,1,2020-11-19,10:32,Cash,5
234-03-4040,B,Zephyropolis,Member,Female,Food and beverages,73.05,7,2020-01-31,13:07,Credit card,10
326-71-2155,C,Astral Bay,Normal,Female,Sports and travel,73.95,1,2020-12-28,16:37,Cash,6
320-32-8842,C,Nebulora Junction,Member,Female,Food and beverages,22.62,4,2020-03-01,18:01,Cash,9
470-32-9057,A,Eldoria,Member,Male,Food and beverages,51.34,5,2020-12-11,16:10,Credit card,10
878-30-2331,C,Astral Bay,Member,Female,Sports and travel,54.55,7,2020-02-11,13:44,Credit card,9
440-59-5691,C,Astral Bay,Member,Female,Health and beauty,37.15,4,2020-01-31,15:44,Credit card,10
554-53-3790,B,Zephyropolis,Normal,Female,Sports and travel,37.02,1,2020-11-19,15:10,Cash,5
746-19-0921,C,Astral Bay,Normal,Female,Food and beverages,21.58,1,2020-07-02,11:20,Ewallet,6
233-34-0817,C,Arcanburg,Member,Female,Electronic accessories,98.84,1,2020-12-21,19:28,Cash,10
767-05-1286,C,Nebulora Junction,Member,Female,Home and lifestyle,83.77,9,2020-05-16,16:21,Ewallet,8
340-21-9136,A,Celestria,Member,Female,Sports and travel,40.05,3,2020-11-10,15:04,Cash,10
405-31-3305,A,Celestria,Member,Female,Fashion accessories,43.13,10,2020-05-03,20:31,Credit card,9
731-59-7531,B,Zephyropolis,Member,Male,Health and beauty,72.57,7,2020-07-11,15:19,Cash,8
676-39-6028,A,Celestria,Member,Male,Electronic accessories,64.44,4,2020-06-12,19:47,Cash,9
502-05-1910,A,Celestria,Normal,Male,Health and beauty,65.18,1,2020-05-06,17:23,Credit card,6
485-30-8700,A,Veridian Springs,Normal,Female,Sports and travel,33.26,4,2020-01-11,18:00,Credit card,4
598-47-9715,C,Astral Bay,Normal,Male,Electronic accessories,84.07,3,2020-02-08,15:57,Ewallet,4
701-69-8742,B,Chromewood,Normal,Male,Sports and travel,34.37,5,2020-11-10,18:28,Ewallet,6
575-67-1508,A,Veridian Springs,Normal,Male,Electronic accessories,38.6,1,2020-11-13,17:48,Cash,6
541-08-3113,C,Nebulora Junction,Normal,Male,Food and beverages,65.97,5,2020-07-05,20:31,Cash,7
246-11-3901,C,Astral Bay,Normal,Female,Electronic accessories,32.8,4,2020-03-10,15:46,Cash,6
674-15-9296,A,Veridian Springs,Normal,Female,Sports and travel,37.14,4,2020-11-29,20:43,Ewallet,5
305-18-3552,B,Chromewood,Member,Male,Home and lifestyle,60.38,6,2020-05-04,12:28,Cash,9
493-65-6248,C,Nebulora Junction,Member,Female,Sports and travel,36.98,10,2020-02-08,20:04,Credit card,9
438-01-4015,B,Aetherhaven,Member,Female,Sports and travel,49.49,7,2020-12-27,18:49,Ewallet,9
709-58-4068,B,Chromewood,Normal,Female,Fashion accessories,41.09,4,2020-03-20,13:41,Cash,6
795-49-7276,A,Novaville,Normal,Female,Fashion accessories,37.15,2,2020-11-11,14:35,Ewallet,7
556-72-8512,C,Arcanburg,Normal,Male,Home and lifestyle,22.96,0,2020-12-05,16:10,Cash,4
627-95-3243,B,Aetherhaven,Member,Female,Home and lifestyle,77.68,6,2020-02-27,16:05,Ewallet,10
686-41-0932,B,Aetherhaven,Normal,Female,Fashion accessories,34.7,1,2020-12-21,13:26,Ewallet,7
510-09-5628,A,Celestria,Member,Female,Fashion accessories,19.66,7,2020-08-13,20:24,Credit card,9
608-04-3797,B,Quixoton,Member,Female,Health and beauty,25.32,5,2020-09-08,16:31,Ewallet,10
148-82-2527,C,Arcanburg,Member,Female,Home and lifestyle,12.12,7,2020-04-03,17:53,Credit card,10
437-53-3084,B,Aetherhaven,Normal,Female,Fashion accessories,99.89,1,2020-12-24,13:11,Ewallet,6
632-32-4574,B,Aetherhaven,Normal,Male,Sports and travel,75.92,5,2020-12-12,15:41,Cash,6
556-97-7101,C,Arcanburg,Normal,Female,Electronic accessories,63.22,2,2020-09-07,11:33,Cash,8
862-59-8517,C,Nebulora Junction,Normal,Female,Food and beverages,90.24,6,2020-07-25,18:01,Cash,6
401-18-8016,B,Aetherhaven,Member,Female,Sports and travel,98.13,1,2020-11-17,10:08,Cash,10
420-18-8989,A,Novaville,Member,Female,Sports and travel,51.52,7,2020-09-13,20:25,Cash,10
277-63-2961,B,Quixoton,Member,Male,Sports and travel,73.97,2,2020-09-03,13:11,Credit card,8
573-98-8548,C,Nebulora Junction,Member,Female,Fashion accessories,31.9,2,2020-02-21,12:50,Ewallet,10
620-02-2046,C,Arcanburg,Normal,Male,Home and lifestyle,69.4,3,2020-12-02,18:52,Ewallet,8
282-35-2475,B,Serenora,Normal,Female,Sports and travel,93.31,1,2020-11-19,18:49,Cash,6
511-54-3087,B,Quixoton,Normal,Male,Sports and travel,88.45,2,2020-09-09,12:10,Credit card,9
726-29-6793,A,Novaville,Member,Male,Electronic accessories,24.18,5,2020-06-15,19:10,Ewallet,10
387-49-4215,B,Aetherhaven,Member,Female,Sports and travel,48.5,5,2020-05-16,14:51,Cash,9
862-17-9201,B,Aetherhaven,Normal,Female,Food and beverages,84.05,4,2020-12-14,17:43,Credit card,7
291-21-5991,B,Quixoton,Member,Male,Health and beauty,61.29,4,2020-09-18,19:46,Cash,9
602-80-9671,C,Astral Bay,Member,Female,Home and lifestyle,15.95,9,2020-07-18,20:46,Credit card,8
347-72-6115,B,Aetherhaven,Member,Female,Sports and travel,90.74,7,2020-12-26,14:04,Credit card,9
209-61-0206,A,Eldoria,Normal,Female,Home and lifestyle,42.91,6,2020-09-27,13:10,Ewallet,6
595-27-4851,A,Eldoria,Normal,Female,Fashion accessories,54.28,4,2020-12-18,20:49,Ewallet,8
189-52-0236,A,Novaville,Normal,Male,Electronic accessories,99.55,4,2020-09-05,20:20,Cash,7
503-07-0930,C,Nebulora Junction,Member,Male,Sports and travel,58.39,6,2020-08-15,16:22,Cash,10
413-20-6708,C,Astral Bay,Member,Female,Fashion accessories,51.47,2,2020-10-08,12:54,Ewallet,10
425-85-2085,B,Aetherhaven,Member,Male,Health and beauty,54.86,5,2020-02-21,17:40,Ewallet,10
521-18-7827,C,Arcanburg,Member,Male,Home and lifestyle,39.39,5,2020-12-15,14:23,Credit card,10
220-28-1851,A,Veridian Springs,Normal,Female,Home and lifestyle,34.73,6,2020-02-01,20:39,Ewallet,9
600-38-9738,C,Astral Bay,Member,Male,Sports and travel,71.92,3,2020-08-18,12:44,Credit card,7
734-91-1155,B,Chromewood,Normal,Male,Electronic accessories,45.71,1,2020-10-20,14:39,Credit card,7
451-28-5717,C,Nebulora Junction,Member,Female,Home and lifestyle,83.17,5,2020-01-10,13:47,Cash,9
609-81-8548,A,Eldoria,Member,Female,Home and lifestyle,37.44,6,2020-09-14,20:12,Credit card,9
133-14-7229,C,Arcanburg,Normal,Male,Health and beauty,62.87,1,2020-09-09,16:27,Cash,5
534-01-4457,A,Eldoria,Normal,Male,Food and beverages,81.71,4,2020-04-21,14:42,Credit card,7
719-89-8991,A,Celestria,Member,Female,Sports and travel,91.41,5,2020-04-22,19:33,Ewallet,9
286-62-6248,B,Zephyropolis,Normal,Female,Fashion accessories,39.21,7,2020-08-22,19:32,Credit card,8
339-38-9982,B,Aetherhaven,Member,Male,Fashion accessories,59.86,3,2020-12-03,15:13,Ewallet,9
827-44-5872,B,Serenora,Member,Female,Food and beverages,54.36,7,2020-06-11,13:58,Credit card,9
827-77-7633,A,Eldoria,Normal,Male,Sports and travel,98.09,8,2020-09-26,16:39,Cash,8
287-83-1405,A,Eldoria,Normal,Male,Health and beauty,25.43,7,2020-09-19,16:59,Ewallet,6
435-13-4908,A,Eldoria,Member,Male,Fashion accessories,86.68,8,2020-12-27,10:01,Credit card,9
857-67-9057,B,Chromewood,Normal,Male,Electronic accessories,22.95,5,2020-06-29,20:08,Ewallet,7
236-27-1144,C,Arcanburg,Normal,Female,Food and beverages,16.31,4,2020-04-23,13:58,Ewallet,7
892-05-6689,A,Veridian Springs,Normal,Female,Home and lifestyle,28.32,3,2020-06-03,12:05,Ewallet,6
583-41-4548,C,Astral Bay,Normal,Male,Home and lifestyle,16.67,2,2020-01-13,16:10,Ewallet,6
339-12-4827,B,Serenora,Member,Female,Fashion accessories,73.96,2,2020-01-08,13:15,Credit card,8
643-38-7867,A,Veridian Springs,Normal,Female,Home and lifestyle,97.94,1,2020-03-26,14:19,Ewallet,6
308-81-0538,A,Novaville,Normal,Female,Fashion accessories,73.05,1,2020-02-03,11:39,Credit card,5
358-88-9262,C,Astral Bay,Member,Female,Food and beverages,87.48,6,2020-02-27,10:44,Ewallet,8
460-35-4390,A,Veridian Springs,Normal,Male,Home and lifestyle,30.68,2,2020-08-17,18:52,Cash,8
343-87-0864,C,Nebulora Junction,Member,Male,Health and beauty,75.88,4,2020-01-04,16:27,Cash,9
173-50-1108,B,Quixoton,Member,Female,Sports and travel,20.18,4,2020-04-20,15:15,Credit card,8
243-47-2663,C,Astral Bay,Member,Male,Electronic accessories,18.77,6,2020-02-03,15:33,Credit card,9
841-18-8232,B,Quixoton,Normal,Female,Food and beverages,71.2,2,2020-04-13,18:17,Credit card,8
701-23-5550,B,Zephyropolis,Member,Male,Home and lifestyle,38.81,3,2020-02-21,19:05,Cash,8
647-50-1224,A,Novaville,Normal,Female,Fashion accessories,29.42,10,2020-09-13,18:50,Ewallet,8
541-48-8554,A,Celestria,Normal,Male,Sports and travel,60.95,7,2020-08-16,20:44,Credit card,6
539-21-7227,B,Zephyropolis,Normal,Female,Sports and travel,51.54,1,2020-12-23,18:58,Cash,4
213-32-1216,A,Veridian Springs,Normal,Female,Electronic accessories,66.06,3,2020-08-14,14:21,Cash,6
747-58-7183,B,Zephyropolis,Normal,Female,Fashion accessories,57.27,4,2020-01-26,16:21,Ewallet,6
582-52-8065,B,Zephyropolis,Normal,Female,Fashion accessories,54.31,8,2020-01-19,16:04,Cash,8
210-57-1719,B,Chromewood,Normal,Female,Health and beauty,58.24,5,2020-02-06,15:19,Cash,9
399-69-4630,C,Astral Bay,Normal,Female,Electronic accessories,22.21,6,2020-04-06,17:33,Credit card,8
134-75-2619,A,Novaville,Member,Male,Electronic accessories,19.32,3,2020-02-19,15:45,Cash,9
356-44-8813,B,Serenora,Normal,Male,Home and lifestyle,37.48,1,2020-02-12,20:01,Cash,7
198-66-9832,B,Aetherhaven,Member,Female,Fashion accessories,72.04,2,2020-04-28,17:22,Cash,10
283-26-5248,C,Arcanburg,Member,Female,Food and beverages,98.52,7,2020-12-08,20:48,Ewallet,8
712-39-0363,A,Novaville,Member,Female,Food and beverages,41.66,6,2020-04-15,19:23,Ewallet,9
218-59-9410,A,Novaville,Member,Female,Home and lifestyle,72.42,3,2020-08-05,17:39,Ewallet,10
174-75-0888,B,Aetherhaven,Normal,Male,Electronic accessories,21.58,3,2020-12-31,11:50,Cash,6
866-99-7614,C,Nebulora Junction,Normal,Male,Food and beverages,89.2,5,2020-04-11,18:13,Cash,4
134-54-4720,B,Quixoton,Normal,Female,Electronic accessories,42.42,3,2020-04-06,17:32,Ewallet,6
760-90-2357,A,Veridian Springs,Member,Male,Electronic accessories,74.51,5,2020-04-01,15:40,Cash,8
514-37-2845,B,Chromewood,Normal,Male,Fashion accessories,99.25,2,2020-03-19,15:40,Cash,8
698-98-5964,A,Veridian Springs,Normal,Female,Food and beverages,81.21,5,2020-01-17,17:17,Credit card,6
718-57-9773,C,Nebulora Junction,Normal,Female,Sports and travel,49.33,10,2020-08-30,15:43,Credit card,8
651-88-7328,A,Eldoria,Normal,Female,Fashion accessories,65.74,3,2020-04-17,18:00,Cash,7
241-11-2261,B,Aetherhaven,Normal,Female,Fashion accessories,79.86,2,2020-12-24,20:18,Credit card,6
408-26-9866,C,Astral Bay,Normal,Female,Sports and travel,73.98,1,2020-09-07,12:32,Ewallet,4
834-83-1826,B,Zephyropolis,Member,Female,Home and lifestyle,82.04,5,2020-05-22,19:57,Credit card,10
343-61-3544,B,Quixoton,Member,Male,Sports and travel,26.67,6,2020-09-03,19:38,Cash,10
239-48-4278,A,Eldoria,Member,Male,Food and beverages,10.13,4,2020-09-11,12:32,Ewallet,10
355-34-6244,B,Serenora,Normal,Male,Food and beverages,72.39,1,2020-10-02,20:05,Credit card,7
550-84-8664,A,Novaville,Normal,Male,Sports and travel,85.91,5,2020-07-29,17:56,Credit card,8
339-96-8318,B,Aetherhaven,Member,Female,Fashion accessories,81.31,4,2020-12-24,11:51,Ewallet,9
458-61-0011,B,Zephyropolis,Normal,Male,Food and beverages,60.3,4,2020-03-29,20:06,Cash,6
592-34-6155,C,Arcanburg,Normal,Male,Food and beverages,31.77,2,2020-04-09,10:27,Ewallet,6
797-88-0493,A,Celestria,Normal,Female,Health and beauty,64.27,1,2020-09-30,10:51,Cash,7
207-73-1363,B,Zephyropolis,Normal,Female,Health and beauty,69.51,1,2020-10-20,13:16,Ewallet,7
390-31-6381,C,Astral Bay,Normal,Male,Food and beverages,27.22,3,2020-02-16,16:48,Cash,6
443-82-0585,A,Celestria,Member,Female,Health and beauty,77.68,6,2020-01-26,19:15,Cash,10
339-18-7061,C,Arcanburg,Member,Female,Fashion accessories,92.98,3,2020-12-07,13:17,Credit card,10
359-90-3665,B,Aetherhaven,Member,Female,Fashion accessories,18.08,4,2020-12-01,20:53,Credit card,10
375-72-3056,B,Zephyropolis,Normal,Male,Sports and travel,63.06,1,2020-10-26,20:27,Cash,6
127-47-6963,A,Veridian Springs,Normal,Male,Health and beauty,51.71,3,2020-04-22,17:48,Cash,9
278-86-2735,A,Novaville,Normal,Female,Food and beverages,52.34,2,2020-05-14,11:00,Cash,8
695-28-6250,A,Novaville,Normal,Female,Sports and travel,43.06,6,2020-10-04,18:23,Ewallet,7
379-17-6588,C,Arcanburg,Normal,Male,Fashion accessories,59.61,2,2020-09-09,15:10,Cash,5
227-50-3718,A,Celestria,Normal,Male,Health and beauty,14.62,3,2020-11-29,17:40,Cash,4
302-15-2162,C,Astral Bay,Member,Male,Health and beauty,46.53,7,2020-02-02,19:07,Credit card,7
788-07-8452,C,Nebulora Junction,Member,Female,Home and lifestyle,24.24,4,2020-06-24,14:03,Ewallet,10
560-49-6611,A,Celestria,Member,Female,Sports and travel,45.58,1,2020-11-12,14:12,Cash,10
880-35-0356,A,Veridian Springs,Member,Female,Sports and travel,75.2,3,2020-07-03,11:40,Ewallet,8
585-11-6748,B,Aetherhaven,Member,Male,Sports and travel,96.8,2,2020-12-04,11:22,Cash,8
470-31-3286,B,Zephyropolis,Normal,Male,Health and beauty,14.82,2,2020-05-05,14:56,Cash,8
152-68-2907,A,Celestria,Normal,Male,Food and beverages,52.2,3,2020-08-26,16:43,Credit card,9
123-35-4896,C,Nebulora Junction,Normal,Female,Sports and travel,46.66,2,2020-12-10,11:03,Ewallet,5
258-69-7810,C,Astral Bay,Normal,Female,Fashion accessories,36.85,7,2020-01-05,17:48,Cash,8
334-64-2006,A,Veridian Springs,Member,Female,Home and lifestyle,70.32,6,2020-05-16,20:04,Ewallet,10
219-61-4139,C,Arcanburg,Normal,Male,Electronic accessories,83.08,1,2020-12-29,19:38,Ewallet,6
881-41-7302,C,Arcanburg,Normal,Female,Fashion accessories,64.99,1,2020-12-29,14:04,Credit card,5
373-09-4567,C,Nebulora Junction,Normal,Male,Food and beverages,77.56,4,2020-09-18,15:44,Cash,6
642-30-6693,B,Aetherhaven,Normal,Female,Sports and travel,54.51,4,2020-12-10,12:29,Ewallet,7
484-22-8230,C,Nebulora Junction,Member,Female,Fashion accessories,51.89,3,2020-07-17,15:30,Cash,8
830-58-2383,B,Chromewood,Normal,Male,Home and lifestyle,31.75,3,2020-12-16,15:12,Cash,8
559-98-9873,A,Veridian Springs,Member,Female,Fashion accessories,53.65,4,2020-04-29,14:25,Ewallet,8
544-32-5024,C,Astral Bay,Member,Female,Food and beverages,49.79,4,2020-05-05,10:18,Credit card,9
318-12-0304,A,Veridian Springs,Normal,Male,Fashion accessories,30.61,1,2020-10-14,19:05,Cash,5
349-97-8902,B,Chromewood,Member,Male,Food and beverages,57.89,3,2020-03-26,11:32,Ewallet,10
421-95-9805,A,Celestria,Normal,Female,Electronic accessories,28.96,1,2020-08-17,13:43,Credit card,6
277-35-5865,C,Nebulora Junction,Member,Female,Food and beverages,98.97,5,2020-04-06,14:59,Cash,9
789-23-8625,B,Serenora,Member,Female,Fashion accessories,93.22,2,2020-04-10,13:37,Cash,9
284-54-4231,C,Arcanburg,Member,Male,Sports and travel,80.93,2,2020-12-08,17:03,Credit card,10
443-59-0061,A,Veridian Springs,Member,Male,Food and beverages,67.45,4,2020-02-05,20:52,Cash,7
509-29-3912,A,Celestria,Member,Female,Sports and travel,38.72,4,2020-05-08,20:25,Ewallet,7
327-40-9673,B,Chromewood,Member,Male,Sports and travel,72.6,8,2020-08-29,18:15,Cash,9
840-19-2096,C,Arcanburg,Member,Male,Electronic accessories,87.91,3,2020-09-08,17:57,Ewallet,7
828-46-6863,A,Celestria,Member,Female,Food and beverages,98.53,4,2020-12-07,15:12,Credit card,7
641-96-3695,C,Astral Bay,Member,Female,Fashion accessories,43.46,6,2020-10-29,10:43,Ewallet,10
420-97-3340,A,Novaville,Normal,Female,Food and beverages,71.68,3,2020-12-15,11:41,Credit card,8
436-54-4512,A,Eldoria,Member,Female,Food and beverages,91.61,1,2020-09-02,13:50,Cash,10
670-79-6321,B,Quixoton,Member,Female,Home and lifestyle,94.59,4,2020-09-01,11:32,Credit card,8
852-62-7105,B,Quixoton,Normal,Female,Fashion accessories,83.25,3,2020-04-22,12:45,Credit card,4
598-06-7312,B,Aetherhaven,Member,Male,Fashion accessories,91.35,1,2020-12-28,18:01,Cash,9
135-13-8269,B,Chromewood,Member,Female,Food and beverages,78.88,2,2020-11-04,14:08,Cash,10
816-57-2053,A,Eldoria,Normal,Male,Sports and travel,60.87,3,2020-12-08,20:46,Ewallet,8
628-90-8624,B,Chromewood,Member,Male,Health and beauty,82.58,6,2020-11-30,10:34,Cash,8
856-66-2701,A,Eldoria,Member,Male,Home and lifestyle,53.3,6,2020-04-11,12:58,Ewallet,10
308-39-1707,A,Celestria,Normal,Female,Fashion accessories,12.09,3,2020-06-14,17:58,Credit card,7
149-61-1929,A,Celestria,Normal,Male,Sports and travel,64.19,8,2020-01-25,15:43,Credit card,6
655-07-2265,A,Novaville,Normal,Male,Electronic accessories,78.31,1,2020-11-02,16:50,Ewallet,5
589-02-8023,A,Celestria,Member,Male,Food and beverages,83.77,3,2020-02-07,13:17,Credit card,9
420-04-7590,B,Quixoton,Normal,Male,Home and lifestyle,99.7,2,2020-04-12,10:04,Ewallet,5
182-88-2763,B,Aetherhaven,Member,Male,Food and beverages,79.91,3,2020-12-23,15:37,Credit card,8
188-55-0967,B,Chromewood,Member,Male,Health and beauty,66.47,7,2020-03-02,17:28,Credit card,8
610-46-4100,A,Celestria,Normal,Male,Health and beauty,28.95,5,2020-02-02,16:19,Credit card,6
318-81-2368,C,Arcanburg,Normal,Male,Electronic accessories,46.2,1,2020-03-17,14:34,Cash,6
364-33-8584,B,Zephyropolis,Member,Female,Food and beverages,17.63,4,2020-03-12,11:17,Cash,10
665-63-9737,B,Aetherhaven,Normal,Male,Fashion accessories,52.42,1,2020-09-21,14:17,Ewallet,7
695-09-5146,B,Aetherhaven,Member,Female,Food and beverages,98.79,3,2020-12-01,17:54,Ewallet,9
155-45-3814,C,Astral Bay,Member,Female,Electronic accessories,88.55,5,2020-09-11,15:47,Ewallet,8
794-32-2436,B,Zephyropolis,Member,Male,Electronic accessories,55.67,5,2020-06-13,15:38,Cash,9
131-15-8856,C,Nebulora Junction,Member,Female,Food and beverages,72.52,3,2020-07-09,18:59,Credit card,7
273-84-2164,C,Astral Bay,Member,Male,Electronic accessories,12.05,5,2020-12-24,18:42,Ewallet,9
706-36-6154,A,Eldoria,Member,Male,Home and lifestyle,19.36,6,2020-09-01,15:17,Ewallet,10
778-89-7974,C,Astral Bay,Normal,Male,Health and beauty,70.21,3,2020-07-08,13:27,Cash,6
574-31-8277,B,Serenora,Member,Male,Fashion accessories,33.63,1,2020-04-08,18:06,Cash,9
859-71-0933,C,Arcanburg,Member,Female,Sports and travel,15.49,2,2020-12-21,13:53,Cash,9
740-11-5257,C,Arcanburg,Normal,Male,Electronic accessories,24.74,4,2020-09-01,10:08,Cash,6
369-82-2676,B,Serenora,Normal,Male,Electronic accessories,75.66,3,2020-12-21,17:28,Ewallet,7
563-47-4072,B,Quixoton,Normal,Female,Health and beauty,55.81,5,2020-04-09,12:28,Cash,9
742-04-5161,A,Eldoria,Member,Male,Home and lifestyle,72.78,6,2020-04-23,20:34,Cash,9
149-15-7606,B,Quixoton,Member,Male,Sports and travel,37.32,6,2020-04-08,18:58,Ewallet,8
133-77-3154,B,Zephyropolis,Member,Female,Fashion accessories,60.18,7,2020-07-11,19:43,Credit card,10
169-52-4504,A,Veridian Springs,Normal,Male,Electronic accessories,15.69,1,2020-10-21,13:10,Cash,6
250-81-7186,C,Arcanburg,Normal,Female,Electronic accessories,99.69,1,2020-04-30,17:38,Credit card,7
562-12-5430,A,Eldoria,Member,Female,Fashion accessories,88.15,6,2020-12-05,20:48,Ewallet,10
816-72-8853,A,Novaville,Member,Female,Sports and travel,27.93,4,2020-08-12,19:55,Cash,9
491-38-3499,A,Celestria,Member,Female,Fashion accessories,55.45,5,2020-06-28,18:31,Credit card,8
322-02-2271,B,Serenora,Normal,Female,Sports and travel,42.97,2,2020-02-03,11:39,Cash,8
842-29-4695,C,Astral Bay,Member,Male,Sports and travel,17.14,4,2020-03-30,13:49,Credit card,10
725-67-2480,B,Zephyropolis,Member,Female,Fashion accessories,58.75,6,2020-05-20,19:47,Credit card,9
641-51-2661,C,Arcanburg,Member,Female,Food and beverages,87.1,7,2020-05-08,12:31,Credit card,10
714-02-3114,C,Astral Bay,Normal,Female,Sports and travel,98.8,1,2020-09-29,16:29,Cash,7
518-17-2983,A,Veridian Springs,Normal,Female,Fashion accessories,48.63,2,2020-05-01,10:23,Ewallet,7
779-42-2410,B,Quixoton,Member,Male,Food and beverages,57.74,6,2020-04-25,20:07,Ewallet,10
190-14-3147,B,Zephyropolis,Normal,Female,Health and beauty,17.97,2,2020-11-11,14:33,Ewallet,6
408-66-6712,C,Arcanburg,Member,Female,Health and beauty,47.71,4,2020-04-01,11:17,Ewallet,7
679-22-6530,B,Chromewood,Normal,Female,Sports and travel,40.62,1,2020-12-07,15:43,Credit card,4
588-47-8641,A,Celestria,Member,Male,Fashion accessories,56.04,5,2020-07-27,14:30,Ewallet,7
642-61-4706,B,Aetherhaven,Member,Male,Food and beverages,93.4,5,2020-07-11,16:53,Cash,9
576-31-4774,B,Aetherhaven,Normal,Female,Health and beauty,73.41,2,2020-12-06,12:34,Ewallet,4
556-41-6224,C,Arcanburg,Normal,Male,Health and beauty,33.64,5,2020-12-09,16:34,Credit card,8
811-03-8790,A,Novaville,Normal,Male,Electronic accessories,45.48,6,2020-03-08,19:25,Credit card,5
242-11-3142,B,Aetherhaven,Member,Male,Fashion accessories,83.77,2,2020-06-23,19:06,Cash,8
752-23-3760,B,Chromewood,Member,Female,Sports and travel,64.08,7,2020-06-07,20:55,Credit card,9
274-05-5470,A,Eldoria,Member,Female,Food and beverages,73.47,6,2020-04-19,10:38,Cash,9
648-94-3045,C,Astral Bay,Normal,Male,Health and beauty,58.95,5,2020-11-12,14:30,Ewallet,7
130-67-4723,A,Celestria,Member,Male,Food and beverages,48.5,9,2020-10-03,17:48,Ewallet,10
528-87-5606,B,Quixoton,Member,Female,Electronic accessories,39.48,1,2020-04-13,15:46,Cash,9
320-85-2052,B,Quixoton,Normal,Female,Sports and travel,34.81,3,2020-09-06,14:53,Credit card,6
370-96-0655,C,Arcanburg,Normal,Female,Fashion accessories,49.32,4,2020-07-15,18:13,Ewallet,6
105-10-6182,A,Eldoria,Member,Male,Fashion accessories,21.48,3,2020-04-09,13:21,Ewallet,9
510-79-0415,B,Zephyropolis,Member,Female,Sports and travel,23.08,6,2020-11-11,17:07,Ewallet,8
241-96-5076,B,Chromewood,Member,Female,Home and lifestyle,49.1,3,2020-06-16,11:04,Credit card,9
767-97-4650,B,Chromewood,Member,Female,Sports and travel,64.83,3,2020-11-12,19:07,Credit card,10
648-83-1321,A,Eldoria,Member,Male,Home and lifestyle,63.56,4,2020-12-23,19:22,Cash,7
173-57-2300,C,Astral Bay,Member,Male,Sports and travel,72.88,2,2020-09-22,19:54,Cash,9
305-03-2383,A,Celestria,Normal,Female,Food and beverages,67.1,1,2020-09-07,13:23,Cash,7
394-55-6384,C,Astral Bay,Member,Female,Sports and travel,70.19,5,2020-02-03,11:38,Cash,9
266-20-6657,C,Astral Bay,Member,Male,Food and beverages,55.04,4,2020-01-20,13:12,Ewallet,8
689-05-1884,A,Celestria,Member,Male,Health and beauty,48.63,6,2020-06-23,11:05,Cash,10
196-01-2849,C,Arcanburg,Member,Female,Fashion accessories,73.38,3,2020-09-04,19:08,Cash,10
372-62-5264,C,Astral Bay,Normal,Female,Food and beverages,52.6,3,2020-10-12,19:55,Cash,7
800-09-8606,A,Celestria,Member,Female,Home and lifestyle,87.37,4,2020-08-25,13:31,Cash,9
182-52-7000,A,Celestria,Member,Female,Sports and travel,27.04,4,2020-12-14,18:58,Ewallet,9
826-58-8051,B,Aetherhaven,Normal,Male,Home and lifestyle,62.19,1,2020-12-07,20:17,Ewallet,4
868-06-0466,A,Eldoria,Member,Male,Electronic accessories,69.58,6,2020-04-22,14:54,Credit card,10
751-41-9720,C,Arcanburg,Normal,Male,Home and lifestyle,97.5,5,2020-09-04,11:44,Ewallet,7
626-43-7888,C,Nebulora Junction,Normal,Female,Fashion accessories,60.41,5,2020-04-30,14:55,Ewallet,9
176-64-7711,B,Quixoton,Normal,Male,Food and beverages,32.32,1,2020-09-15,14:19,Credit card,4
